"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80"
"Sample_Type_IS","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL","UA","BKG","BAL","UA","BKG","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL"
"map05100.Bacterial.invasion.of.epithelial.cells","     5","  1126","    10","     4","     2","   275","     5","     4","  2066","  1352","    76","    15","     5","     7","     4","    10","     6","     6","    12","     7","     8","    14","     8","    11","    16"," 37835","     4","     2","    58","  1891","   363","    12","  7458","   989","     5","  7825","   439","     8","  5231","   139","     3","     8","    60","    75","   103","     5","     5","     0","   264","    14","    18","    21","     6","    15","     5","    38","   217","    19","     7","    22","     6","   296","     9","   695","   322","     6","303164","   429","     5","     2","537120","  1075","     2","     7","163932","   374","    15","  3269","  2223","     1"
"map04512.ECM.receptor.interaction","   0","  14","   0","   0","   0","  11","   0","   0","  57","  30","  15","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  16","   0","   0","   0"," 216","  22","   0","  32","  21","   0","1889","  16","   0","  35","  30","   0","   0","   0","   1","   0","   0","   0","   0","  18","   0","   0","   0","   0","   0","   0","   3","   1","   0","   0","   3","   0","   0","   0","   0","   0","   0","2408","  10","   0","   0"," 700","  19","   0","   0","1114","   7","   0","  46","  43","   0"
"map05144.Malaria"," 0"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 4"," 4"," 0"," 8"," 8"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0","12"," 7"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"
"map00943.Isoflavonoid.biosynthesis","  2"," 26","  0","  0","  0"," 17","  0","  0"," 10","  0","  4","  4","  0","  0","  0","  0","  0","  2","  0","  2","  0","  0","  0","  2","  0","  2","  0","  0","  4","115"," 60","  0"," 73"," 54","  0"," 78"," 75","  0"," 14"," 14","  0","  0","  0"," 10","  0","  0","  1","  0"," 13","  0","  1","  0","  0","  2","  0","  1"," 13","  0","  0","  0","  0","  0","  0"," 25"," 24","  0","423"," 60","  0","  0","135","109","  0","  0","140"," 48","  2","275","269","  0"
"map00902.Monoterpenoid.biosynthesis"," 0"," 0"," 0"," 0"," 0","10"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 2"," 1"," 0"," 9"," 5"," 0","10"," 6"," 0"," 1"," 1"," 0"," 2"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 1"," 1"," 0"," 1"," 1"," 0"," 0","10"," 8"," 0"," 0"," 2"," 2"," 0","26","20"," 0"
"map00253.Tetracycline.biosynthesis","   0","  20","   0","   0","   1","   8","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   1","   9","   7","   0","  32","  28","   0","  28","  17","   0","   9","   5","   0","   0","   0","   5","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   9","   0","   0","   0","   0","   0","   0","  25","  25","   0"," 293","  17","   0","   0","2339","  25","   0","   0","  18","  13","   0","  88","  79","   0"
"map01056.Biosynthesis.of.type.II.polyketide.backbone","  0","  6","  0","  0","  1","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4","  2","  0"," 11"," 11","  0"," 17","  9","  0","  3","  3","  0","  0","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  2","  2","  0","148","  5","  0","  0","  9","  6","  0","  0"," 10","  7","  0"," 37"," 29","  0"
"map01057.Biosynthesis.of.type.II.polyketide.products","  2"," 47","  0","  0","  3"," 37","  0","  2"," 14","  2","  0","  3","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  4","  0","  7","  1","  1","  1"," 71"," 43","  0","118"," 97","  0"," 83"," 70","  1"," 17"," 17","  0","  0","  0"," 13","  0","  1","  0","  0"," 19","  0","  2","  8","  0","  0","  0","  8"," 34","  0","  2","  0","  0","  1","  0"," 44"," 44","  0","413"," 62","  0","  0","160","118","  0","  0"," 61"," 44","  0","256","235","  0"
"map04977.Vitamin.digestion.and.absorption","  1"," 52","  0","  0","  0"," 89","  1","  0"," 20","  0","  1"," 10","  1","  2","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0"," 49","  2","  0","  1","173"," 86","  0","181","136","  0","157"," 90","  0"," 16","  8","  1","  0","  2"," 21","  6","  0","  0","  0"," 50","  3","  1","  2","  0","  1","  0","  1"," 24","  0","  0","  0","  0","  0","  0"," 61"," 58","  1","448"," 76","  1","  2","285","208","  0","  3","125"," 72","  1","439","394","  0"
"map05412.Arrhythmogenic.right.ventricular.cardiomyopathy","   1","  58","   1","   1","   2"," 147","   1","   0","  46","   5","  11","   7","   4","   3","   3","   8","   5","   3","  10","   6","   5","   9","   6","   3","   8","  62","   0","   2","  12"," 496"," 256","   9"," 848"," 682","   6"," 401"," 288","   4","  51","  37","   3","   6","   5","  39","  17","   3","   2","   0","  83","   8","  13","   8","   3","   4","   2","  31"," 143","   9","   9","   7","   5","   1","   5"," 221"," 214","   1","2208"," 294","   4","   2","1013"," 742","   2","   2"," 464"," 246","  14","1683","1513","   1"
"map00363.Bisphenol.degradation","  7"," 47","  0","  0","  0"," 74","  0","  0"," 14","  0","  1","  3","  1","  0","  2","  0","  1","  0","  0","  0","  0","  1","  2","  0","  0"," 18","  2","  0","  2","262","137","  0","196","157","  0","134","105","  2"," 40"," 40","  0","  0","  2"," 20","  2","  0","  0","  2"," 19","  0","  0","  2","  0","  2","  2"," 15"," 39","  0","  0","  0","  0","  0","  0"," 64"," 64","  0","775"," 75","  0","  0","268","217","  0","  0","113"," 65","  0","470","435","  0"
"map00571.Lipoarabinomannan..LAM..biosynthesis","   134","  1598","     8","     0","    17","   667","     4","     5","   692","   340","    52","    22","     2","     7","    45","     6","    11","     9","    10","     0","     1","    18","     0","     3","     3","  2218","    13","     6","    41","  3117","  1357","     4","  3223","   504","     4","  3184","   611","     2","  2168","   186","     0","     2","    41","   228","    16","     2","     2","     5","   438","     5","    14","    34","     8","    27","     9","    57","   194","     0","     6","    14","     3","   185","     3","   826","   186","     2","288876","   342","     1","     7"," 89186","  1191","     2","     0"," 31230","   367","     1","  3086","  2714","     1"
"map04215.Apoptosis...multiple.species","  18"," 241","   0","   2","   6"," 278","   5","   0","  85","  10","  27","   9","   4","   2","   2","   7","   0","   8","  11","   0","   0","   2","   0","   5","   1","  50","   8","   1","  10"," 396"," 200","   0"," 519"," 404","   0"," 365"," 230","   0"," 170"," 134","   0","   1","   1","  60","  24","   1","   4","   2"," 130","   3","   9","   8","   4","   2","   6","  22","  96","   2","   4","   2","   0","   3","   6"," 122"," 117","   2","1970"," 206","   3","   2","3568"," 532","   4","   2","1505"," 228","   1","1317","1241","   0"
"map04130.SNARE.interactions.in.vesicular.transport"," 0"," 5"," 0"," 0"," 0","14"," 4"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","39"," 0"," 0"," 0","11"," 7"," 0","14"," 9"," 0"," 3"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1","12"," 0"," 0"," 0","22"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 3"," 0","18","13"," 0"," 0","15","12"," 0"," 0"," 0"," 0"," 0"," 8"," 7"," 0"
"map00522.Biosynthesis.of.12...14..and.16.membered.macrolides.","  0","  2","  0","  0","  0","  9","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3","  1","  0"," 16","  4","  0","  2","  2","  0"," 41","  0","  0","  0","  1","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  1","  1","  0","  1","  0","  0","  0","  0","  0","  0","  0","775","  3","  0","  0","888"," 12","  0","  0","  2","  1","  0"," 17"," 18","  0"
"map01052.Type.I.polyketide.structures","  0"," 27","  0","  0","  1"," 45","  0","  1"," 11","  0","  2","  2","  0","  1","  0","  1","  0","  0","  0","  0","  0","  0","  0","  4","  0","  2","  0","  0","  0"," 26"," 26","  0"," 67"," 56","  0"," 73"," 71","  0"," 23"," 24","  0","  0","  0","  6","  0","  0","  0","  0"," 15","  0","  0","  0","  0","  0","  0","  3"," 11","  0","  1","  2","  0","  1","  0"," 15"," 15","  0"," 99"," 24","  0","  0","123"," 96","  0","  0"," 45"," 34","  0","186","118","  0"
"map05322.Systemic.lupus.erythematosus","   3"," 295","   2","   2","  15"," 428","   0","   5"," 170","  34","  20","  32","  13","   5","   7","  11","   5","  17","  16","  17","   5","  14","   1","  10","   9"," 176","  10","  22","  21","1531"," 778","   6","2000","1609","   7","3069"," 791","  10"," 183"," 159","   3","   1","  14"," 139","  23","   7","   6","   8"," 270","  16","  26","  26","   8","   9","   2","  21"," 355","  20","  16","   5","  10","  15","  12"," 512"," 498","   6","5983"," 645","   9","   3","2688","1862","   3","   7","3747"," 674","   6","4639","4454","   2"
"map00254.Aflatoxin.biosynthesis","  0"," 17","  0","  0","  0","  8","  0","  1","  0","  0","  0","  0","  0","  0","  4","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0"," 37","  0","  3","  0"," 80"," 42","  0"," 53"," 44","  3"," 27"," 24","  0","  3","  3","  0","  0","  0","  4","  0","  0","  0","  0","  9","  0","  0","  0","  0","  0","  0","  3"," 18","  0","  0","  0","  0","  0","  0"," 35"," 34","  0","285"," 28","  0","  0"," 90"," 62","  0","  0"," 31"," 21","  0","192","179","  0"
"map00331.Clavulanic.acid.biosynthesis"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","14","14"," 0"," 0"," 0"," 0"," 0"," 2"," 2"," 0"," 0"," 0"," 0"," 0"," 4"," 3"," 0"
"map00073.Cutin..suberine.and.wax.biosynthesis.","  2"," 20","  0","  0","  0"," 10","  0","  0","  2","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1"," 43"," 17","  0"," 21"," 14","  0"," 24"," 16","  0","  2","  2","  0","  0","  2","  1","  2","  0","  0","  0","  3","  2","  2","  0","  0","  0","  0","  0","  7","  0","  0","  0","  0","  0","  0","  4","  3","  4"," 60"," 20","  2","  0"," 36"," 20","  0","  0","199","  5","  0"," 77"," 90","  0"
"map04075.Plant.hormone.signal.transduction","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","4","0","0","0","2","2","0","0","3","2","0","6","4","0"
"map00404.Staurosporine.biosynthesis","   9"," 141","   2","   1","   8"," 156","   3","   0","  60","   5","  28","  13","   2","   0","   6","   4","   4","   3","   1","   0","   4","   3","   1","   8","   0","  32","   8","   0","   2"," 423"," 220","   0"," 442"," 358","   0"," 275"," 235","   2"," 109"," 103","   2","   0","   0","  38","  12","   0","   0","   0","  97","   1","   5","   4","   0","   2","   3","   5","  68","   9","   7","   2","   0","   3","   0"," 125"," 123","   0","1230"," 190","   0","   1"," 714"," 554","   0","   4"," 325"," 146","   0","1138","1144","   0"
"map05033.Nicotine.addiction","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"map01059.Biosynthesis.of.enediyne.antibiotics","    8","  326","    1","    4","    5","  381","    3","    2","   79","    9","   13","   21","    4","    3","    7","    2","    0","   19","    5","    2","    3","    5","    1","   11","   10","  174","   20","   10","   22"," 1849","  945","    4"," 3090"," 2430","    2"," 1265","  924","    2","  211","  159","    3","    3","    9","  138","   18","    3","    4","    5","  205","    2","   21","   13","    2","   17","    3","   18","  500","   10","    7","    9","    0","    8","    6","  555","  517","    4","19177"," 1066","    1","    6"," 3921"," 2660","    1","    9"," 1919","  944","    3"," 6285"," 6244","    0"
"map00999.Biosynthesis.of.various.secondary.metabolites...part.1"," 0"," 2"," 0"," 0"," 0"," 3"," 0"," 0"," 3"," 2"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 4"," 4"," 0"," 3"," 3"," 0","13","13"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 2"," 0"," 4"," 4"," 0"," 0"," 8"," 8"," 0"," 0","11"," 9"," 0","31","13"," 0"
"map00365.Furfural.degradation","  2","113","  0","  0","  8","131","  0","  1"," 46","  0"," 21","  8","  2","  4","  2","  1","  0","  0","  0","  0","  4","  0","  0","  0","  2"," 12","  4","  4","  4","244","135","  0","330","269","  0","194","147","  1","175","175","  0","  0","  0"," 30","  6","  1","  2","  0"," 74","  3","  6","  7","  0","  0","  0"," 23"," 66","  6","  3","  2","  0","  0","  0"," 57"," 53","  0","919","158","  0","  1","335","242","  0","  0","360","239","  1","691","637","  0"
"map00403.Indole.diterpene.alkaloid.biosynthesis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
